REPORTE DESCONSOLIDACION / PROVISION,,,,,,,,,,,,,,ARRIBO,,PROVISION,FACTURACIÓN,
"FECHA DE DES-
CONSOLIDACION",ME,LINEA,CODIGO EMBALAJE,USO/MARCHAMO,OPERATIVO,OT,CLIENTE,B/L HOUSE,B/L MASTER,NUMERO CNTR.,TOTAL DE CONTENEDORES,NAVIERA,BARCO,ETA BARCO,ETA CONFIRMADA,FECHA DE PROVISION,NUMERO DE DTE,FECHA DE FACTURA
5/02/2025,79,18,CT,23,NANCY,24OT2808,CARS LAND S.A DE C.V ,BKKWSL2400473,THD1275897,TCNU3984580 ,1,CMA CGM,HELLE RITSCHER 0MVS6R1MA,4/02/2025,20/02/2025,10/02/2025,,
5/02/2025,79,90,CT,23,NANCY ,24OT2898,COPPER GROUP S.A DE C.V ,SYNCAN24SE110537,ZSN0696131A,CAIU9334926,1,CMA CGM,HELLE RITSCHER 0MVS6R1MA,4/02/2025,20/02/2025,8/02/2025,,
5/02/2025,79,91,CT,23,NANCY ,24OT2961,COPPER GROUP S.A DE C.V ,SYNCAN24SE110628,ZSN0696131B,APHU7032958,1,CMA CGM,HELLE RITSCHER 0MVS6R1MA,4/02/2025,20/02/2025,8/02/2025,,
5/02/2025,79,92,CT,23,NANCY ,24OT2962,COPPER GROUP S.A DE C.V ,SYNCAN24SE110629,ZSN0696131C,CAIU9240724,1,CMA CGM,HELLE RITSCHER 0MVS6R1MA,4/02/2025,20/02/2025,8/02/2025,,
5/02/2025,79,94,CT,23,NANCY ,24OT3369,COPPER GROUP S.A DE C.V ,SYNCAN24SE110505B,ZSN0697390,TCLU9437978,1,CMA CGM,HELLE RITSCHER 0MVS6R1MA,4/02/2025,20/02/2025,8/02/2025,,
5/02/2025,79,95,CT,23,NANCY ,24OT2903,COPPER GROUP S.A DE C.V ,SYNCAN24SE110504,ZSN0697391,BMOU5356721,1,CMA CGM,HELLE RITSCHER 0MVS6R1MA,4/02/2025,20/02/2025,8/02/2025,,
5/02/2025,79,96,CT,23,NANCY ,24OT2900,COPPER GROUP S.A DE C.V ,SYNCAN24SE110503,ZSN0697392,TCLU5129365,1,CMA CGM,HELLE RITSCHER 0MVS6R1MA,4/02/2025,20/02/2025,8/02/2025,,
5/02/2025,79,97,CT,23,NANCY ,24OT2986,COPPER GROUP S.A DE C.V ,SYNCAN24SE110502,ZSN0697393,CMAU4661805,1,CMA CGM,HELLE RITSCHER 0MVS6R1MA,4/02/2025,20/02/2025,10/03/2025,,
5/02/2025,79,98,CT,23,NANCY ,24OT2901,COPPER GROUP S.A DE C.V ,SYNCAN24SE110505A,ZSN0697394, CMAU4238028,1,CMA CGM,HELLE RITSCHER 0MVS6R1MA,4/02/2025,20/02/2025,8/02/2025,,
5/02/2025,79,4,CT,23,NANCY ,24OT2981,"EL KANGURO, SOCIEDAD ANONIMA DE CAPITAL VARIABLE ",SYNCAN24SE110793,SHZ6853342,CAAU8586448,1,CMA CGM,HELLE RITSCHER 0MVS6R1MA,4/02/2025,20/02/2025,7/02/2025,,
5/02/2025,79,93,CT,23,NANCY ,24OT2802,"EL KANGURO, SOCIEDAD ANONIMA DE CAPITAL VARIABLE ",SYNCAN24SE110501,ZSN0697103,GESU6469197,1,CMA CGM,HELLE RITSCHER 0MVS6R1MA,4/02/2025,20/02/2025,10/02/2025,,
5/02/2025,79,59,PK,23,JONATHAN,24OT2946 ,"GRUPO SANTA SOFIA, S.A. DE C.V.",2411Q001197,TJN0526208,"CAIU3861350, CAIU6199289, TCKU1049290, CMAU3296288, TEMU0984689, GAOU2030350, CAIU3805171, CMAU2782752, CMAU2830758, CMAU2777268, CMAU2544625, CMAU2339127, CMAU2297910, TLLU2761453 CMAU2872481, ",15,CMA CGM,HELLE RITSCHER 0MVS6R1MA,4/02/2025,20/02/2025,N/A,,
5/02/2025,79,89,PX,23,JONATHAN,24OT3097,"GRUPO SANTA SOFIA, S.A. DE C.V.",2411Q001455,YGG0131495,"CMAU8575095, CAIU8945319, CMAU5248484, TRHU6373952, CAAU6265201, SEKU4119347, BMOU4895061, TRHU4235698, FFAU4233071, SEKU6590649, FFAU4302233, TRHU6121354",12,CMA CGM,HELLE RITSCHER 0MVS6R1MA,4/02/2025,20/02/2025,8/02/2025,,
5/02/2025,79,50,CS,23,CELINA,24OT2868,"INDUSTRIAS CONSOLIDADAS, LTDA DE C.V",SYNTSN24SE110141,TJN0521243,"APZU3736735, TRHU1041430",2,CMA CGM,HELLE RITSCHER 0MVS6R1MA,4/02/2025,20/02/2025,7/02/2025,,
5/02/2025,79,68,CT,23,INGRID,24OT3015,"SUPER REPUESTOS  EL SALVADOR, S.A. DE C.V.
",SYNTSN24SE120014,TJN0532853,"FSCU8997840, 
CMAU9312339, 
GCXU5848933",3,CMA CGM,HELLE RITSCHER 0MVS6R1MA,4/02/2025,20/02/2025,7/02/2025,,
5/02/2025,79,78,PK,23,JONATHAN,24OT2597,"TRANSPORTES PESADOS, S.A. DE C.V. ",SYNNKG24SE100140,WHU0125607,SEGU4343202 CMAU3586707,2,CMA CGM,HELLE RITSCHER 0MVS6R1MA,4/02/2025,20/02/2025,10/02/2025,,
31/01/2025,66,18,CT,23,INGRID,24OT2809,"SUPER REPUESTOS EL SALVADOR, S.A. DE C.V.",PDES100208,MEDUK4339918,MSNU7248405,1,MSC,MSC SOMYA III LO504A,6/02/2025,13/02/2025,6/02/2025,,
31/01/2025,66,19,PK,23,JOSELYNE,24OT2929,UDP PARTICIPACION RAAD,EM12002002024,MEDUP3583473,MEDU5413680,1,MSC,MSC SOMYA III LO504A,6/02/2025,13/02/2025,6/02/2025,,
31/01/2025,66,20,BX,23,JOSELYNE,24OT3574,"DIMARTI, S.A. DE C.V.",EBKG11278199,MEDUF9095532,"MSMU1979353
MSDU2382540",2,MSC,MSC SOMYA III LO504A,6/02/2025,13/02/2025,6/02/2025,,
31/01/2025,66,21,BX,23,JOSELYNE,24OT3575,"DIMARTI, S.A. DE C.V.",EBKG11278472,MEDUF9095540,FBIU0227292,1,MSC,MSC SOMYA III LO504A,6/02/2025,13/02/2025,6/02/2025,,
31/01/2025,66,22,CT,23,INGRID,24OT2709,"CALLEJAS, S.A. DE C.V.",SYNNGB24SE101050,MEDUR1372925,MSNU5919464,1,MSC,MSC SOMYA III LO504A,6/02/2025,13/02/2025,7/02/2025,,
31/01/2025,66,23,PK,23,INGRID,24OT2740,"LA CASA DEL REPUESTO, S.A. DE C.V.",SYNNGB24SE101559,MEDUR1623913,TCLU9866268,1,MSC,MSC SOMYA III LO504A,6/02/2025,13/02/2025,8/02/2025,,
31/01/2025,66,24,CT,23,INGRID,24OT2824,"JURO, S.A. DE C.V.",SYNNGB24SE101792,MEDUR1744743,MSNU5903658,1,MSC,MSC SOMYA III LO504A,6/02/2025,13/02/2025,10/02/2025,,
31/01/2025,66,25,CT,23,INGRID,24OT2990,"C. IMBERTON, S.A. DE C.V.",SYNNGB24SE111630,MEDUR5346685,CAAU7443632,1,MSC,MSC SOMYA III LO504A,6/02/2025,13/02/2025,10/02/2025,,
31/01/2025,66,26,CT,23,INGRID,24OT3061,"CORPORACION MERCANTIL SLAVADOREÑA, S.A. DE C.V.",SYNNGB24SE112174,MEDUR5689548,MSDU8816881,1,MSC,MSC SOMYA III LO504A,6/02/2025,13/02/2025,8/02/2025,,
31/01/2025,66,27,BG,23,JOSELYNE,24OT3536,UDP PARTICIPACION RAAD,LPFE2411000017,MEDUOK124529,"CARU9897356
MSMU5941510",2,MSC,MSC SOMYA III LO504A,6/02/2025,13/02/2025,13/03/2025,,
30/01/2025,66,28/1,PK,23,CELINA,24OT2705,"ALMACENES SIMAN, S.A DE C.V",WSLPGU2410451,MEDUPC986759,TGHU8481002,1,MSC,MSC SOMYA III LO504A,6/02/2025,13/02/2025,6/02/2025,,
31/01/2025,66,29,PK,24,ALBERTO,24OT2703,INTRALOGIX S.A. DE C.V/CATCO CORP,WSLPGU2410-450,MEDUPC986817,MEDU7475171,1,MSC,MSC SOMYA III LO504A,6/02/2025,13/02/2025,7/02/2025,,
31/01/2025,66,30,PK,24,ALBERTO,24OT2700,INTRALOGIX S.A. DE C.V/CATCO CORP,WSLPGU2410-452,MEDUPC986858,CAIU7172702,1,MSC,MSC SOMYA III LO504A,6/02/2025,13/02/2025,7/02/2025,,
31/01/2025,66,31,CT,24,ALBERTO,24OT2529,INTRALOGIX S.A. DE C.V/CATCO CORP,WSLPEN2410434,MEDUPC964186,"MSMU4616900 
MSDU7315530",2,MSC,MSC SOMYA III LO504A,6/02/2025,13/02/2025,7/02/2025,,
31/01/2025,66,32,CT,23,INGRID,24OT2495,"TECNISPICE, S.A. DE C.V.",SYNTAO24SE100029,MEDUFD144947,MSNU9652761,1,MSC,MSC SOMYA III LO504A,6/02/2025,13/02/2025,6/02/2025,,
30/01/2025,66,33/1,CT,23,CELINA,24OT2874,"ALMACENES SIMAN, S.A DE C.V",SYNNKG24SE120001,MEDUFD501286,MSDU6888250,1,MSC,MSC SOMYA III LO504A,6/02/2025,13/02/2025,7/02/2025,,
31/01/2025,66,34,CT,24,ALBERTO,24OT2875,INTRALOGIX S.A. DE C.V/CATCO CORP,SYNNKG24SE120003,MEDUFD512515,MSDU6888012,1,MSC,MSC SOMYA III LO504A,6/02/2025,13/02/2025,8/02/2025,,
31/01/2025,66,35,CT,23,INGRID,24OT2659,"CORPORACION MERCANTIL SLAVADOREÑA, S.A. DE C.V.",SYNTAO24SE100443,MEDUQW933509,TGBU9604012,1,MSC,MSC SOMYA III LO504A,6/02/2025,13/02/2025,6/02/2025,,
PLG SV,66,PLG SV,PLG SV,PLG SV,PLG SV,PLG SV,PLG SV,PLG SV,MEDUFX266366,PLG SV,PLG SV,MSC,MSC SOMYA III LO504A,6/02/2025,13/02/2025,N/A,,
31/01/2025,66,37,PK,23,JONATHAN,24OT2596,"TRANSPORTES PESADOS, S.A. DE C.V. ",SYNNKG24SE100085,MEDUHL198544,TRLU8205658,1,MSC,MSC SOMYA III LO504A,6/02/2025,13/02/2025,8/02/2025,,
30/01/2025,66,38/1,PK,23,NANCY,24OT2842,MELENDEZ CARRILLO ODUVER VLADIMIR,SYNSHA24SE111923,MEDUHL540422,CXDU2115993,1,MSC,MSC SOMYA III LO504A,6/02/2025,13/02/2025,7/02/2025,,
PLG SV,66,PLG SV,PLG SV,PLG SV,PLG SV,PLG SV,PLG SV,PLG SV,MEDUHL777255,PLG SV,PLG SV,MSC,MSC SOMYA III LO504A,6/02/2025,13/02/2025,N/A,,
31/01/2025,66,40,PK,23,MARCELA,24OT2936,"ELEVADORES DE CENTROAMERICA, SA DE CV",SYNSHA24SE111944,MEDUHL928775,CAIU4895354,1,MSC,MSC SOMYA III LO504A,6/02/2025,13/02/2025,7/02/2025,,
31/01/2025,66,41/1,PK,24,NANCY ,24OT2787 ,CONSORCIO AUTOMOTRIZ S.A DE C.V,SYNSHA24SE111999,MEDUHL941703,"MSMU7837130,  TIIU4442936,  MSDU7070904,  MSMU6650740,",4,MSC,MSC SOMYA III LO504A,6/02/2025,13/02/2025,N/A,,
31/01/2025,66,42,CT,24,ALBERTO,24OT2753,INTRALOGIX S.A. DE C.V/CATCO CORP,SYNCAN24SE100735,MEDUFW557781,MSNU9555695,1,MSC,MSC SOMYA III LO504A,6/02/2025,13/02/2025,6/02/2025,,
31/01/2025,66,43,CT,24,ALBERTO,24OT2746,INTRALOGIX S.A. DE C.V/CATCO CORP,SYNCAN24SE100734,MEDUFW570636,FFAU1761305,1,MSC,MSC SOMYA III LO504A,6/02/2025,13/02/2025,6/02/2025,,
PLG SV,66,44,PLG EL SALVADOR,PLG EL SALVADOR,PLG EL SALVADOR,PLG EL SALVADOR,PLG EL SALVADOR,PLG EL SALVADOR,MEDUFW628061,PLG EL SALVADOR,PLG EL SALVADOR,MSC,MSC SOMYA III LO504A,6/02/2025,13/02/2025,N/A,,
31/01/2025,66,45,CT,24,ALBERTO,24OT2754,INTRALOGIX S.A. DE C.V/CATCO CORP,SYNCAN24SE110285,MEDUFW645123,TIIU4751236,1,MSC,MSC SOMYA III LO504A,6/02/2025,13/02/2025,6/02/2025,,
31/01/2025,66,46,PK,24,MARCELA,24OT2807,"ORIENTAL MOTORS, SA DE CV",SYNCAN24SE100781,MEDUFW646600,CMAU7460682,1,MSC,MSC SOMYA III LO504A,6/02/2025,13/02/2025,7/02/2025,,
30/01/2025,66,47,CT,23,CELINA,24OT2849,"ALMACENES SIMAN, S.A DE C.V",SYNCAN24SE110494,MEDUFW690962,MSBU4001040,1,MSC,MSC SOMYA III LO504A,6/02/2025,13/02/2025,6/02/2025,,
31/01/2025,66,48,CT,23,JOSELYNE,24OT2707,D'OFFICE,SYNCAN24SE110404,MEDUFW699757,"MSMU8448003
MSMU8554406
TRHU6222658",3,MSC,MSC SOMYA III LO504A,6/02/2025,13/02/2025,7/02/2025,,
30/01/2025,66,49/1,CT,23,CELINA,24OT2897,"FREUND DE EL SALVADOR, LTDA DE C.V",SYNCAN24SE110561,MEDUHF081622,MEDU4275713,1,MSC,MSC SOMYA III LO504A,6/02/2025,13/02/2025,6/02/2025,,
31/01/2025,66,50,CT,23,INGRID,24OT2812,"INDUSTRIAS FACELA, S.A. DE C.V.",SYNCAN24SE110560,MEDUHF105736,MEDU9482138 MSMU8574444 MSNU7699667,3,MSC,MSC SOMYA III LO504A,6/02/2025,13/02/2025,6/02/2025,,
31/01/2025,66,51,CT,24,ALBERTO,24OT2848,INTRALOGIX S.A. DE C.V/CATCO CORP,SYNTSN24SE110106,MEDUJG817888,MSMU6107306,1,MSC,MSC SOMYA III LO504A,6/02/2025,13/02/2025,6/02/2025,,
30/01/2025,66,52/1,CS,23,CELINA,24OT2870,"INDUSTRIAS CONSOLIDADAS, LTDA DE C.V",SYNTSN24SE110197,MEDUJG951067,"MSDU5892949, FFAU2473284",2,MSC,MSC SOMYA III LO504A,6/02/2025,13/02/2025,6/02/2025,,
30/01/2025,66,53/1,CT,23,CELINA,24OT2633,ALMACENES SIMAN S.A. DE C.V.,SGNACA241458,MEDUH8186965,MSMU7008000,1,MSC,MSC SOMYA III LO504A,6/02/2025,13/02/2025,6/02/2025,,
31/01/2025,66,54,CT,24,ALBERTO,24OT2630,INTRALOGIX S.A. DE C.V/CATCO CORP,SGNACA241486,MEDUH8187021,MSMU7428018,1,MSC,MSC SOMYA III LO504A,6/02/2025,13/02/2025,6/02/2025,,
31/01/2025,66,55,CT,24,ALBERTO,24OT2930,INTRALOGIX S.A. DE C.V/CATCO CORP,SAQJ2411J0592,MEDUH8339051,MSMU6799246,1,MSC,MSC SOMYA III LO504A,6/02/2025,13/02/2025,6/02/2025,,
31/01/2025,66,56,CT,24,ALBERTO,24OT2932,INTRALOGIX S.A. DE C.V/CATCO CORP,SAQJ2411J0596,MEDUH8339093,MEDU7161545,1,MSC,MSC SOMYA III LO504A,6/02/2025,13/02/2025,6/02/2025,,
6/02/2025,86,14/1,VN,23,MARCELA,25OT344,"DISTRIBUIDORA DE AUTOMOVILES, SA DE CV ",MB00248,KKLUJPN611540 ,N/A,24,K-KLINE,VICTORY RAY 005,9/02/2025,9/02/2025,N/A,,
4/02/2025,67,147,PX,23,MARCELA,24OT2262,"ALMACENES BOU, S.A. DE C.V.",SSZACL2408004,244026885,MRKU8549243,1,MAERSK,SEALAND MANZANILLO 506S,11/02/2025,13/02/2025,3/02/2025,,
4/02/2025,67,148,PK,23,MARCELA,24OT2236,"INDUSTRIAS CAPRI, SA DE CV",EM0924069514,244220213,TLLU5827467,1,MAERSK,SEALAND MANZANILLO 506S,11/02/2025,13/02/2025,3/02/2025,,
4/02/2025,67,155,BX,23,JOSELYNE,24OT3179,"DISTRIBUIDORA SANTA ELENA, S.A DE C.V",SSZACL2409002,244762462,SUDU1816940,1,MAERSK,SEALAND MANZANILLO 506S,11/02/2025,13/02/2025,3/02/2025,,
6/02/2025,67,150,CT,23,ERNESTO,25OT591,INDUSTRIAS DEL HOGAR,SSZSAL2409011,244628780,MRKU0437782,1,MAERSK,SEALAND MANZANILLO 506S,11/02/2025,13/02/2025,3/02/2025,,
18/02/2025,90,51 / 1,PK,23,ALBERTO,25OT515,"ACTIVE MOTORS, S.A. DE C.V.",SHE24120530,VSCNTAO2405618,"BHCU5037304
 BHCU5038194
 GLDU9358742
 GLDU9822555
 SEGU4912588
 TCNU3733270
 TCNU3987697
 TCNU3993010
 TCNU4712539
 TCNU5846342
 TCNU5940214
 TCNU6693675
 TGCU0100930
 TGCU5059628
 TLLU4498080
 TRLU7476444",16,VASI,HELLE RITSCHER 25002S,20/02/2025,20/02/2025,SOLICITUD DE PAGO POR ALBERT,,
18/02/2025,90,12/1,CT,23,MARCELA,24OT3266,"ALMACENES BOU, S.A. DE C.V.",SYNNGB24SE121888,VSCNNGB2405509,TGCU0097456,1,VASI ,HELLE RITSCHER 25002S,20/02/2025,20/02/2025,SOLICITUD DE PAGO POR ALBERT,,
18/02/2025,90,13/1,PK,23,REBECA,25OT173,"CORBES, S.A DE C.V",SYNNGB24SE122019,VSCNNGB2405510,"TCNU6533173, TGCU5049764, TLLU4772159",3,VASI ,HELLE RITSCHER 25002S,20/02/2025,20/02/2025,SOLICITUD DE PAGO POR ALBERT,,
18/02/2025,90,14/1,PK,23,MARCELA,24OT3328,"AZ PUBLICIDAD, S.A. DE C.V. ",SYNNGB24SE122027,VSCNNGB2405511,TLLU4381600,1,VASI ,HELLE RITSCHER 25002S,20/02/2025,20/02/2025,SOLICITUD DE PAGO POR ALBERT,,
18/02/2025,90,15/1,PK,23,MARCELA,24OT3329,"AZ PUBLICIDAD, S.A. DE C.V. ",SYNNGB24SE122008,VSCNNGB2405512,TCNU7593388,1,VASI,HELLE RITSCHER 25002S,20/02/2025,20/02/2025,SOLICITUD DE PAGO POR ALBERT,,
18/02/2025,90,20/1,PK,23,MARCELA,24OT3386,"QUIMICAS CONSOLIDADAS, S.A. DE C.V.",SYNSHA24SE122056,VSCNTAC2405642,"BHCU5038640, BHCU5038912, TCLU5506643, TCNU3866777, TCNU6543417, TGCU0002506, TGCU0154495, TGCU5057121, TLLU4162958, TRHU4116873",10,VASI,HELLE RITSCHER 25002S,20/02/2025,20/02/2025,SOLICITUD DE PAGO POR ALBERT,,
18/02/2025,90,21/1,CT,23,NANCY ,24OT3417,"AQUA MARKET, SOCIEDAD ANONIMA DE CAPITAL VARIABLE ",SYNSHA24SE122300,VSCNTAC2405643,CMAU5175393,1,VASI,HELLE RITSCHER 25002S,20/02/2025,20/02/2025,SOLICITUD DE PAGO POR ALBERT,,
18/02/2025,90,40/1,BG,23,MARCELA,24OT3391,"QUIMICAS CONSOLIDADAS, S.A. DE C.V.",SYNTAO24SE120768,VSCNTAO2405591,"APHU6578230, TCNU8240615, TRLU7341330, TRLU7342487, TRLU7656750",5,VASI,HELLE RITSCHER 25002S,20/02/2025,20/02/2025,SOLICITUD DE PAGO POR ALBERT,,
18/02/2025,90,41/1,BG,23,MARCELA,24OT3389,"QUIMICAS CONSOLIDADAS, S.A. DE C.V.",SYNTAO24SE120754,VSCNTAO2405592,"CRSU9281728, TCKU7294058, TCNU4809787, TCNU6019539, TCNU7202014",5,VASI,HELLE RITSCHER 25002S,20/02/2025,20/02/2025,SOLICITUD DE PAGO POR ALBERT,,
18/02/2025,90,42/1,BG,23,MARCELA,24OT3388 ,"QUIMICAS CONSOLIDADAS, S.A. DE C.V.",SYNTAO24SE120801,VSCNTAO2405593,"GESU6516344, SEGU5008786, TCNU5173107, TCNU6543356, TGCU0104869",5,VASI,HELLE RITSCHER 25002S,20/02/2025,20/02/2025,SOLICITUD DE PAGO POR ALBERT,,
18/02/2025,90,43/1,CT,23,CELINA,24OT3300,"INDUSTRIAS CONSOLIDADAS, LTDA DE C.V",SYNTAO24SE120481,VSCNTAO2405594,"GLDU9348636, GLDU9349123, TCLU5120727, TCNU4618306, TCNU7288830, TLLU4781340",6,VASI,HELLE RITSCHER 25002S,20/02/2025,20/02/2025,SOLICITUD DE PAGO POR ALBERT,,
18/02/2025,90,44/1,PK,23,NANCY ,24OT3277,FERRETERIA EPA S.A DE C.V ,SYNTAO24SE120597,VSCNTAO2405595,GLDU9351898 GLDU9946978 ,2,VASI,HELLE RITSCHER 25002S,20/02/2025,20/02/2025,SOLICITUD DE PAGO POR ALBERT,,
18/02/2025,90,45/1,BG,23,MARCELA,24OT3387,"QUIMICAS CONSOLIDADAS, S.A. DE C.V.",SYNTAO24SE120703,VSCNTAO2405596,"GLDU9925907, TCKU2935550, TRHU2025748",3,VASI,HELLE RITSCHER 25002S,20/02/2025,20/02/2025,SOLICITUD DE PAGO POR ALBERT,,
18/02/2025,90,46/1,PK,23,MARCELA,24OT3173,OSCAR ARNOLDO RIVERA ESCALANTE,SYNTAO24SE120188,VSCNTAO2405597,TCNU7540583,1,VASI,HELLE RITSCHER 25002S,20/02/2025,20/02/2025,SOLICITUD DE PAGO POR ALBERT,,
18/02/2025,90,55/1,PK,23,CELINA,24OT3351,"INDUSTRIAS CONSOLIDADAS, LTDA DE C.V",2412Q001176,VSCNXGG2405536,"BHCU5038722, TCKU7313902, SEGU5089540, TCNU8768937, TCNU8243893",5,VASI,HELLE RITSCHER 25002S,20/02/2025,20/02/2025,SOLICITUD DE PAGO POR ALBERT,,
18/02/2025,90,56/1,CT,23,MARCELA,24OT3257,"JFM, S.A. DE C.V.",PDES00100212,VSKRPUS2405541,"TCKU7734028, TCNU3200158, TCNU3805792, TCNU4712550, TCNU7648747",5,VASI,HELLE RITSCHER 25002S,20/02/2025,20/02/2025,SOLICITUD DE PAGO POR ALBERT,,
20/02/2025,105,1,CT,23,MARCELA,24OT3030,"MARIO'S AUTO PARTS, S.A. DE C.V.",TH24QB0001,ONEYBKKEFK840800,TCLU9468599,1,ONE,CHIAPAS STAR 0013E,23/02/2025,12/03/2025,N/A,,
PLG SV,105,2,BG,PLG EL SALVADOR,PLG EL SALVADOR,PLG EL SALVADOR,PLG EL SALVADOR,PLG EL SALVADOR,ONEYBKKEFL303300,PLG EL SALVADOR,1,ONE,CHIAPAS STAR 0013E,23/02/2025,12/03/2025,N/A,,
20/02/2025,105,3,CT,23,MARCELA,24OT3031,"MARIO'S AUTO PARTS, S.A. DE C.V.",TH24QB0004,ONEYBKKEFS008500,TLLU5522391,1,ONE,CHIAPAS STAR 0013E,23/02/2025,12/03/2025,N/A,,
14/02/2025,97,18/1,PX,23,INGRID / SAMUEL,24OT2470,"INDUSTRIAL LA PALMA, S.A. DE C.V.",EM0924070601,244704833,"HASU4962729, MRKU5134963",2,MAERSK,SEALAND BALBOA 510S,28/02/2025,2/03/2025,17/02/2025,,
14/02/2025,97,19 /1,PK,23,JOSELYNE,24OT3481,"MADERAS EL VOLCAN, S.A. DE C.V.",SMX24C11920,244874621,MRKU3990533,1,MAERSK,SEALAND BALBOA 510S,28/02/2025,2/03/2025,17/02/2025,,
PLG SV,97,PLG SV,PLG SV,PLG SV,PLG SV,PLG SV,PLG SV,PLG SV,245466989,PLG SV,PLG SV,MAERSK,SEALAND BALBOA 510S,28/02/2025,2/03/2025,N/A,,
14/02/2025,97,40/1,PX,23,MARCELA,24OT2713,"ALMACENES BOU, S.A. DE C.V.",EM1024072947,245583515,MRKU6572861,1,MAERSK,SEALAND BALBOA 510S,28/02/2025,2/03/2025,17/02/2025,,
5/03/2025,140,27/1,BX,23,JOSELYNE,24OT2810,"DIMARTI, S.A. DE C.V.",FARGYE242165,COSU6398380170,TRHU2092176,1,COSCO,MARY SCHULTE 130S,5/03/2025,6/04/2025,5/03/2025,,
5/03/2025,140,28/1,BX,23,JOSELYNE,24OT2918,"DIMARTI, S.A. DE C.V.",FARGYE242206,COSU6399462390,"TLLU8451856, CSLU2420113",2,COSCO,MARY SCHULTE 130S,5/03/2025,6/04/2025,5/03/2025,,
7/03/2025,134,21/1,VN,23,INGRID,24OT2825,"GRUPO LOS TRES EL SALVADOR, S.A. DE C.V.",S370623250150001,HKG229XGGACJ011,N/A,45,"CONSORCIO MARITIMO SALVADOREÑO, S.A.",MV MEDI ADRIATICO,8/03/2025,8/03/2025,NO APLICA (BREAKBULK),,
7/03/2025,134,69/1,UN,23,JONATHAN,24OT3322,"TRANSPORTES PESADOS, S.A. DE C.V.",37062325015000301,HKG229XGGACJ092,N/A,3,"CONSORCIO MARITIMO SALVADOREÑO, S.A.",MV MEDI ADRIATICO,8/03/2025,8/03/2025,NO APLICA (BREAKBULK),,
7/03/2025,134,70/1,UN,23,JONATHAN,24OT3322,"TRANSPORTES PESADOS, S.A. DE C.V.",37062325015000301,HKG229XGGACJ093,N/A,3,"CONSORCIO MARITIMO SALVADOREÑO, S.A.",MV MEDI ADRIATICO,8/03/2025,8/03/2025,NO APLICA (BREAKBULK),,
7/03/2025,134,71/1 - 71/2 - 71/3 - 71/4 - 71/5 - 71/6 - 71/7 - 71/8,UN,23,JONATHAN,24OT3339,"TRANSPORTES PESADOS, S.A. DE C.V.","37062325015000201, 37062325015000202, 37062325015000203, 37062325015000204, 37062325015000205, 37062325015000206, 37062325015000207, 37062325015000208",HKG229XGGACJ094,N/A,8,"CONSORCIO MARITIMO SALVADOREÑO, S.A.",MV MEDI ADRIATICO,8/03/2025,8/03/2025,NO APLICA (BREAKBULK),,
7/03/2025,134,72/1 - 72/2,UN,23,JONATHAN,24OT3339,"TRANSPORTES PESADOS, S.A. DE C.V.","37062325015000209, 37062325015000210",HKG229XGGACJ095,N/A,2,"CONSORCIO MARITIMO SALVADOREÑO, S.A.",MV MEDI ADRIATICO,8/03/2025,8/03/2025,NO APLICA (BREAKBULK),,
7/03/2025,134,73/1,UN,23,JONATHAN,24OT3339,"TRANSPORTES PESADOS, S.A. DE C.V.",37062325015000211,HKG229XGGACJ096,N/A,1,"CONSORCIO MARITIMO SALVADOREÑO, S.A.",MV MEDI ADRIATICO,8/03/2025,8/03/2025,NO APLICA (BREAKBULK),,
26/02/2025,119,20/1,PX,23,NANCY ,24OT3119,LA CASA DE LAS BATERIAS S.A DE C.V ,SBOG00040540,HLCUBO2241145685,FCIU6317902,1,HAPAG LLOYD,SPIRIT OF DUBAI 009E  ,9/03/2025,14/03/2025,10/03/2025,,
26/02/2025,119,49/1,PK,24,NANCY ,24OT2679,LA CASA DE LAS BATERIAS S.A DE C.V ,GR24001172,HLCUPI3241002772,TLLU8051633,1,HAPAG LLOYD,SPIRIT OF DUBAI 009E  ,9/03/2025,14/03/2025,10/03/2025,,
22/02/2025,109,24/1,CT,23,INGRID,24OT3225,"CORPORACION MERCANTIL SALVADOREÑA, S.A. DE C.V.",SYNNGB24SE121474,MEDUGS273183,TCNU1461975,1,MSC ,MSC POLONIA III XA506A,10/03/2025,13/03/2025,22/03/2025,,
22/02/2025,109,25/1,CT,23,INGRID,24OT2999,"JURO, S.A. DE C.V.",SYNNGB24SE12012901,MEDUR5585480,MSMU5434412,1,MSC ,MSC POLONIA III XA506A,10/03/2025,13/03/2025,22/03/2025,,
22/02/2025,109,26/1,CT,23,INGRID,24OT3070,"CORPORACION MERCANTIL SALVADOREÑA, S.A. DE C.V.",SYNNGB24SE120372,MEDUR5813700,FFAU3940439,1,MSC ,MSC POLONIA III XA506A,10/03/2025,13/03/2025,22/03/2025,,
21/02/2025,109,27/1,PK,23,JOSELYNE,24OT2927,UDP PARTICIPACION RAAD,LPFE2411000018,MEDUOK345298,"MSDU5739668
MSNU8015650
BEAU5834132",3,MSC ,MSC POLONIA III XA506A,10/03/2025,13/03/2025,21/04/2025,,
21/02/2025,109,28/1,PK,23,JOSELYNE,25OT150,UDP PARTICIPACION RAAD,LPFE2411000019,MEDUOK408401,"TGHU6247145
MSMU7891640",2,MSC ,MSC POLONIA III XA506A,10/03/2025,13/03/2025,22/03/2025,,
